Tournament,Stage,Match Type,Match Name,Map,Team,order,pistol_win_rate_last5,fullbuy_win_rate_last5,eco_win_rate_last5
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,BBL Esports vs GIANTX,Lotus,BBL Esports,0,,,
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,BBL Esports vs GIANTX,Lotus,GIANTX,0,,,
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,BBL Esports vs GIANTX,Haven,GIANTX,1,0.5,0.46153846153846156,0.3333333333333333
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,BBL Esports vs GIANTX,Haven,BBL Esports,1,0.5,0.7142857142857143,0.3333333333333333
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,BBL Esports vs GIANTX,Pearl,BBL Esports,2,0.75,0.5515873015873016,0.6666666666666666
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,BBL Esports vs GIANTX,Pearl,GIANTX,2,0.25,0.583710407239819,0.16666666666666666
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Karmine Corp vs Natus Vincere,Abyss,Natus Vincere,3,,,
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Karmine Corp vs Natus Vincere,Abyss,Karmine Corp,3,,,
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Karmine Corp vs Natus Vincere,Bind,Natus Vincere,4,0.5,0.6,0.3333333333333333
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Karmine Corp vs Natus Vincere,Bind,Karmine Corp,4,0.5,0.5454545454545454,0.3333333333333333
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Karmine Corp vs Natus Vincere,Lotus,Natus Vincere,5,0.25,0.37142857142857144,0.16666666666666666
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Karmine Corp vs Natus Vincere,Lotus,Karmine Corp,5,0.75,0.6616161616161615,0.6666666666666666
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Fracture,Team Liquid,6,,,
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Fracture,KOI,6,,,
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Abyss,KOI,7,0.5,0.625,0.5
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Abyss,Team Liquid,7,0.5,0.5384615384615384,0.3333333333333333
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Bind,Team Liquid,8,0.5,0.7237762237762237,0.3333333333333333
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Bind,KOI,8,0.5,0.3839285714285714,0.41666666666666663
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Pearl,Gentle Mates,9,,,
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Pearl,Apeks,9,,,
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Haven,Gentle Mates,10,1.0,0.5454545454545454,1.0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Haven,Apeks,10,0.0,0.5454545454545454,0.0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Abyss,BBL Esports,11,0.8333333333333334,0.5798460798460798,0.7777777777777777
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Abyss,FNATIC,11,,,
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Fracture,BBL Esports,12,0.75,0.6167027417027418,0.6666666666666666
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Fracture,FNATIC,12,0.5,0.3076923076923077,0.3333333333333333
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Split,BBL Esports,13,0.6,0.5683621933621934,0.5833333333333333
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Split,FNATIC,13,0.75,0.4230769230769231,0.6666666666666666
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Haven,Team Vitality,14,,,
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Haven,Karmine Corp,14,0.6666666666666666,0.6974876974876976,0.5555555555555555
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Bind,Karmine Corp,15,0.5,0.6064491064491064,0.41666666666666663
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Bind,Team Vitality,15,1.0,0.6363636363636364,1.0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Abyss,Karmine Corp,16,0.5,0.6306138306138307,0.4
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Abyss,Team Vitality,16,0.75,0.5874125874125874,0.6666666666666666
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Pearl,Team Liquid,17,0.5,0.6908508158508159,0.3333333333333333
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Pearl,FUT Esports,17,,,
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,FUT Esports,18,0.5,0.8461538461538461,0.25
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,Team Liquid,18,0.5,0.6317744755244755,0.3333333333333333
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,Team Heretics,19,,,
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,Gentle Mates,19,0.75,0.5782828282828283,0.6666666666666666
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,Gentle Mates,20,0.8333333333333334,0.6077441077441077,0.7777777777777777
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,Team Heretics,20,0.0,0.4,0.0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,Gentle Mates,21,0.625,0.5183080808080808,0.5833333333333333
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,Team Heretics,21,0.5,0.65,0.3333333333333333
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,GIANTX,22,0.16666666666666666,0.5558069381598794,0.1111111111111111
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,Karmine Corp,22,0.4,0.6215229215229214,0.3333333333333333
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,GIANTX,23,0.125,0.5747499404620148,0.08333333333333333
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,Karmine Corp,23,0.4,0.565967365967366,0.3333333333333333
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Fracture,Karmine Corp,24,0.4,0.4921212121212122,0.3333333333333333
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Fracture,GIANTX,24,0.2,0.5664666190362785,0.2
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Pearl,Natus Vincere,25,0.3333333333333333,0.35873015873015873,0.27777777777777773
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Pearl,FNATIC,25,0.6666666666666666,0.44871794871794873,0.5555555555555555
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Fracture,Natus Vincere,26,0.375,0.3844322344322344,0.2708333333333333
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Fracture,FNATIC,26,0.625,0.5096153846153846,0.47916666666666663
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Haven,Natus Vincere,27,0.4,0.4408791208791209,0.2833333333333333
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Haven,FNATIC,27,0.6,0.49102564102564106,0.4833333333333333
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Abyss,Team Liquid,28,0.5,0.5554195804195804,0.3333333333333333
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Abyss,Apeks,28,0.25,0.5505050505050505,0.16666666666666666
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Pearl,Apeks,29,0.3333333333333333,0.505892255892256,0.19444444444444442
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Pearl,Team Liquid,29,0.5,0.5905844155844155,0.3333333333333333
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Haven,Apeks,30,0.5,0.48358585858585856,0.3958333333333333
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Haven,Team Liquid,30,0.4,0.5337662337662337,0.2666666666666666
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,Haven,KOI,31,0.5,0.3948412698412698,0.4444444444444444
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,Haven,Gentle Mates,31,0.6,0.5055555555555555,0.5166666666666666
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,Lotus,KOI,32,0.5,0.3586309523809524,0.41666666666666663
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,Lotus,Gentle Mates,32,0.5,0.5601010101010101,0.45
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,Pearl,KOI,33,0.5,0.4154761904761905,0.4666666666666666
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,Pearl,Gentle Mates,33,0.5,0.5106060606060606,0.4333333333333333
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,BBL Esports vs Team Heretics,Pearl,BBL Esports,34,0.6,0.5709595959595959,0.5833333333333333
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,BBL Esports vs Team Heretics,Pearl,Team Heretics,34,0.5,0.6777777777777777,0.3333333333333333
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,BBL Esports vs Team Heretics,Lotus,Team Heretics,35,0.5,0.675,0.3333333333333333
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,BBL Esports vs Team Heretics,Lotus,BBL Esports,35,0.5,0.5998484848484849,0.45
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,FUT Esports vs Team Vitality,Bind,Team Vitality,36,0.8333333333333334,0.5495031284504969,0.7777777777777777
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,FUT Esports vs Team Vitality,Bind,FUT Esports,36,0.5,0.7412587412587412,0.29166666666666663
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,FUT Esports vs Team Vitality,Split,FUT Esports,37,0.6666666666666666,0.5608391608391609,0.5277777777777778
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,FUT Esports vs Team Vitality,Split,Team Vitality,37,0.625,0.6287940130045393,0.5833333333333333
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,Abyss,FNATIC,38,0.5,0.5594871794871795,0.4666666666666666
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,Abyss,Gentle Mates,38,0.4,0.543939393939394,0.3333333333333333
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,Fracture,FNATIC,39,0.4,0.6210256410256411,0.3333333333333333
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,Fracture,Gentle Mates,39,0.5,0.5383838383838384,0.4
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,GIANTX vs Team Liquid,Fracture,GIANTX,40,0.1,0.6271001031991743,0.13333333333333333
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,GIANTX vs Team Liquid,Fracture,Team Liquid,40,0.5,0.5420995670995671,0.39999999999999997
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,GIANTX vs Team Liquid,Split,GIANTX,41,0.1,0.5716379183252249,0.1333333333333333
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,GIANTX vs Team Liquid,Split,Team Liquid,41,0.6,0.5311904761904762,0.5333333333333333
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,FUT Esports vs FNATIC,Abyss,FNATIC,42,0.4,0.6594871794871795,0.3333333333333333
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,FUT Esports vs FNATIC,Abyss,FUT Esports,42,0.5,0.4761849261849262,0.3958333333333333
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,FUT Esports vs FNATIC,Fracture,FNATIC,43,0.3,0.6386726998491705,0.2833333333333333
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,FUT Esports vs FNATIC,Fracture,FUT Esports,43,0.6,0.5194094794094795,0.45
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,Bind,BBL Esports,44,0.4,0.5392424242424243,0.31666666666666665
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,Bind,Team Liquid,44,0.6,0.6145238095238095,0.5999999999999999
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,Pearl,BBL Esports,45,0.4,0.4471212121212121,0.3833333333333333
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,Pearl,Team Liquid,45,0.6,0.5841666666666667,0.6
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,Split,BBL Esports,46,0.6,0.5387878787878788,0.4666666666666666
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,Split,Team Liquid,46,0.6,0.5091666666666667,0.6
VCT 2025: EMEA Kickoff,Main Event,Upper Final,Team Vitality vs Team Heretics,Haven,Team Vitality,47,0.7,0.6630352104036314,0.6
VCT 2025: EMEA Kickoff,Main Event,Upper Final,Team Vitality vs Team Heretics,Haven,Team Heretics,47,0.5,0.6733333333333333,0.3333333333333333
VCT 2025: EMEA Kickoff,Main Event,Upper Final,Team Vitality vs Team Heretics,Abyss,Team Heretics,48,0.6,0.6702564102564103,0.4
VCT 2025: EMEA Kickoff,Main Event,Upper Final,Team Vitality vs Team Heretics,Abyss,Team Vitality,48,0.6,0.6500481974166185,0.4666666666666666
VCT 2025: EMEA Kickoff,Main Event,Lower Round 4,FUT Esports vs Team Liquid,Abyss,FUT Esports,49,0.7,0.5101787101787101,0.5
VCT 2025: EMEA Kickoff,Main Event,Lower Round 4,FUT Esports vs Team Liquid,Abyss,Team Liquid,49,0.4,0.5186904761904761,0.4
VCT 2025: EMEA Kickoff,Main Event,Lower Round 4,FUT Esports vs Team Liquid,Bind,FUT Esports,50,0.6,0.49199689199689195,0.4333333333333333
VCT 2025: EMEA Kickoff,Main Event,Lower Round 4,FUT Esports vs Team Liquid,Bind,Team Liquid,50,0.4,0.5553571428571429,0.4
VCT 2025: EMEA Kickoff,Main Event,Lower Round 4,FUT Esports vs Team Liquid,Haven,Team Liquid,51,0.4,0.5420238095238096,0.33333333333333337
VCT 2025: EMEA Kickoff,Main Event,Lower Round 4,FUT Esports vs Team Liquid,Haven,FUT Esports,51,0.5,0.5644968919968919,0.2833333333333333
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Lotus,Team Heretics,52,0.4,0.4902564102564103,0.2666666666666667
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Lotus,Team Liquid,52,0.4,0.5931601731601732,0.4
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Abyss,Team Heretics,53,0.3,0.3769230769230769,0.19999999999999998
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Abyss,Team Liquid,53,0.6,0.6831601731601732,0.6
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Fracture,Team Heretics,54,0.3,0.3102564102564102,0.2
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Fracture,Team Liquid,54,0.7,0.6903030303030303,0.7333333333333333
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Split,Team Vitality,55,0.7,0.7201336675020886,0.6
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Split,Team Liquid,55,0.7,0.7009090909090909,0.7333333333333333
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Haven,Team Vitality,56,0.5,0.733089133089133,0.4
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Haven,Team Liquid,56,0.8,0.6975757575757575,0.8666666666666666
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Lotus,Team Liquid,57,0.8,0.6672727272727272,0.8
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Lotus,Team Vitality,57,0.6,0.6486446886446886,0.4666666666666667
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Bind,Team Liquid,58,0.6,0.6022727272727273,0.6
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Bind,Team Vitality,58,0.6,0.6522810522810524,0.4666666666666667
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Fracture,Team Vitality,59,0.6,0.6713286713286714,0.4666666666666667
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Fracture,Team Liquid,59,0.6,0.4967171717171717,0.5333333333333333
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,Pearl,BOOM Esports,60,,,
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,Pearl,T1,60,,,
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,Bind,BOOM Esports,61,1.0,0.5,1.0
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,Bind,T1,61,0.0,0.5555555555555556,0.3333333333333333
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,Fracture,BOOM Esports,62,0.75,0.5357142857142857,0.6666666666666666
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,Fracture,T1,62,0.25,0.4444444444444444,0.3333333333333333
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs Nongshim RedForce,Split,ZETA DIVISION,63,,,
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs Nongshim RedForce,Split,Nongshim RedForce,63,,,
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs Nongshim RedForce,Haven,ZETA DIVISION,64,0.5,0.46153846153846156,0.3333333333333333
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs Nongshim RedForce,Haven,Nongshim RedForce,64,0.5,0.75,0.3333333333333333
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Abyss,Team Secret,65,,,
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Abyss,Global Esports,65,,,
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Split,Global Esports,66,0.0,0.2857142857142857,0.0
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Split,Team Secret,66,1.0,0.7777777777777778,1.0
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Pearl,Global Esports,67,0.5,0.5,0.5
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Pearl,Team Secret,67,0.5,0.6388888888888888,0.5
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Rex Regum Qeon,Abyss,Rex Regum Qeon,68,,,
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Rex Regum Qeon,Abyss,DetonatioN FocusMe,68,,,
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Rex Regum Qeon,Pearl,Rex Regum Qeon,69,0.5,0.5,0.3333333333333333
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Rex Regum Qeon,Pearl,DetonatioN FocusMe,69,0.5,0.6111111111111112,0.3333333333333333
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Rex Regum Qeon,Haven,Rex Regum Qeon,70,0.5,0.75,0.3333333333333333
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Rex Regum Qeon,Haven,DetonatioN FocusMe,70,0.5,0.3055555555555556,0.3333333333333333
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Lotus,Nongshim RedForce,71,0.5,0.6964285714285714,0.3333333333333333
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Lotus,DRX,71,,,
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Pearl,Nongshim RedForce,72,0.5,0.5924908424908425,0.38888888888888884
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Pearl,DRX,72,0.5,0.6666666666666666,0.25
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Fracture,Nongshim RedForce,73,0.5,0.6261863136863137,0.375
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Fracture,DRX,73,0.5,0.5,0.29166666666666663
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,Bind,Paper Rex,74,,,
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,Bind,T1,74,0.16666666666666666,0.5740740740740741,0.2222222222222222
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,Fracture,T1,75,0.25,0.6091269841269842,0.25
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,Fracture,Paper Rex,75,0.5,0.3333333333333333,0.3333333333333333
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,Split,T1,76,0.2,0.5873015873015873,0.25
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,Split,Paper Rex,76,0.75,0.48484848484848486,0.6666666666666666
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Split,TALON,77,,,
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Split,Global Esports,77,0.6666666666666666,0.5128205128205128,0.6666666666666666
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Abyss,Global Esports,78,0.5,0.6346153846153846,0.5
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Abyss,TALON,78,1.0,0.3333333333333333,1.0
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Lotus,TALON,79,0.5,0.48484848484848486,0.5
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Lotus,Global Esports,79,0.6,0.5910256410256409,0.5333333333333333
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Fracture,Rex Regum Qeon,80,0.5,0.7777777777777778,0.4444444444444444
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Fracture,Gen.G,80,,,
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Lotus,Gen.G,81,0.5,0.25,0.3333333333333333
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Lotus,Rex Regum Qeon,81,0.5,0.8083333333333333,0.41666666666666663
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Haven,Gen.G,82,0.5,0.48863636363636365,0.3333333333333333
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Haven,Rex Regum Qeon,82,0.5,0.7216666666666667,0.4
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Pearl,Nongshim RedForce,83,0.4,0.6152347652347652,0.3
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Pearl,BOOM Esports,83,0.8333333333333334,0.4682539682539682,0.7777777777777777
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,84,0.5,0.6252347652347653,0.4333333333333334
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,BOOM Esports,84,0.625,0.4583333333333333,0.5833333333333333
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,85,0.4,0.57999666999667,0.36666666666666664
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,BOOM Esports,85,0.7,0.47575757575757577,0.6666666666666666
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,86,0.6666666666666666,0.4621212121212121,0.5555555555555555
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,ZETA DIVISION,86,0.5,0.5034965034965035,0.3333333333333333
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,87,0.625,0.5251623376623377,0.5833333333333333
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,ZETA DIVISION,87,0.5,0.4606643356643357,0.3333333333333333
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Lotus,Rex Regum Qeon,88,0.6,0.6966666666666667,0.5333333333333333
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Lotus,Team Secret,88,0.3333333333333333,0.49259259259259264,0.3333333333333333
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Pearl,Rex Regum Qeon,89,0.6,0.5966666666666667,0.5333333333333333
