Tournament,Stage,Match Type,Match Name,Map,Team,order,pistol_win_rate_last5,fullbuy_win_rate_last5,eco_win_rate_last5
VCT 2025: Americas Stage 1,Group Stage,Week 4,Sentinels vs LOUD,Lotus,Sentinels,646,0.5,0.5823076923076924,0.4666666666666666
VCT 2025: Americas Stage 1,Group Stage,Week 4,Sentinels vs LOUD,Lotus,LOUD,646,0.5,0.5380494505494505,0.5
VCT 2025: Americas Stage 1,Group Stage,Week 4,Sentinels vs LOUD,Haven,LOUD,647,0.6,0.5477716727716728,0.5666666666666667
VCT 2025: Americas Stage 1,Group Stage,Week 4,Sentinels vs LOUD,Haven,Sentinels,647,0.5,0.6323076923076923,0.5
VCT 2025: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs Evil Geniuses,Lotus,Evil Geniuses,648,0.5,0.4087912087912088,0.4666666666666667
VCT 2025: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs Evil Geniuses,Lotus,KRÜ Esports,648,0.5,0.6803030303030303,0.4
VCT 2025: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs Evil Geniuses,Pearl,Evil Geniuses,649,0.4,0.4523809523809524,0.4
VCT 2025: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs Evil Geniuses,Pearl,KRÜ Esports,649,0.5,0.5564935064935065,0.4
VCT 2025: Americas Stage 1,Group Stage,Week 4,NRG vs MIBR,Haven,MIBR,650,0.4,0.5612121212121213,0.3
VCT 2025: Americas Stage 1,Group Stage,Week 4,NRG vs MIBR,Haven,Mega Minors,650,0.4,0.5341919191919191,0.3333333333333333
VCT 2025: Americas Stage 1,Group Stage,Week 4,NRG vs MIBR,Icebox,Mega Minors,651,0.5,0.4820707070707071,0.39999999999999997
VCT 2025: Americas Stage 1,Group Stage,Week 4,NRG vs MIBR,Icebox,MIBR,651,0.4,0.6178787878787879,0.29999999999999993
VCT 2025: Americas Stage 1,Group Stage,Week 5,G2 Esports vs Cloud9,Icebox,Cloud9,652,0.6,0.6511811391223155,0.5
VCT 2025: Americas Stage 1,Group Stage,Week 5,G2 Esports vs Cloud9,Icebox,G2 Esports,652,0.5,0.6823842823842823,0.5
VCT 2025: Americas Stage 1,Group Stage,Week 5,G2 Esports vs Cloud9,Haven,G2 Esports,653,0.4,0.6546065046065046,0.36666666666666664
VCT 2025: Americas Stage 1,Group Stage,Week 5,G2 Esports vs Cloud9,Haven,Cloud9,653,0.6,0.5833239962651727,0.5
VCT 2025: Americas Stage 1,Group Stage,Week 5,G2 Esports vs Cloud9,Pearl,Cloud9,654,0.7,0.6292063492063491,0.6333333333333334
VCT 2025: Americas Stage 1,Group Stage,Week 5,G2 Esports vs Cloud9,Pearl,G2 Esports,654,0.3,0.5657176157176157,0.26666666666666666
VCT 2025: Americas Stage 1,Group Stage,Week 5,MIBR vs FURIA,Icebox,MIBR,655,0.4,0.6620346320346321,0.35
VCT 2025: Americas Stage 1,Group Stage,Week 5,MIBR vs FURIA,Icebox,FURIA,655,0.2,0.36,0.13333333333333333
VCT 2025: Americas Stage 1,Group Stage,Week 5,MIBR vs FURIA,Ascent,FURIA,656,0.1,0.44571428571428573,0.06666666666666667
VCT 2025: Americas Stage 1,Group Stage,Week 5,MIBR vs FURIA,Ascent,MIBR,656,0.5,0.7598124098124098,0.4833333333333333
VCT 2025: Americas Stage 1,Group Stage,Week 5,MIBR vs FURIA,Split,FURIA,657,0.1,0.5523809523809524,0.06666666666666667
VCT 2025: Americas Stage 1,Group Stage,Week 5,MIBR vs FURIA,Split,MIBR,657,0.6,0.7173881673881674,0.6166666666666666
VCT 2025: Americas Stage 1,Group Stage,Week 5,Sentinels vs 2Game Esports,Haven,2Game Esports,658,0.7,0.37141025641025643,0.6666666666666666
VCT 2025: Americas Stage 1,Group Stage,Week 5,Sentinels vs 2Game Esports,Haven,Sentinels,658,0.6,0.6728671328671328,0.6333333333333333
VCT 2025: Americas Stage 1,Group Stage,Week 5,Sentinels vs 2Game Esports,Pearl,Sentinels,659,0.6,0.6869696969696969,0.6333333333333333
VCT 2025: Americas Stage 1,Group Stage,Week 5,Sentinels vs 2Game Esports,Pearl,2Game Esports,659,0.7,0.37141025641025643,0.6666666666666667
VCT 2025: Americas Stage 1,Group Stage,Week 5,KRÜ Esports vs 100 Thieves,Fracture,100 Thieves,660,0.3,0.6227637721755369,0.2333333333333333
VCT 2025: Americas Stage 1,Group Stage,Week 5,KRÜ Esports vs 100 Thieves,Fracture,KRÜ Esports,660,0.4,0.5148268398268397,0.26666666666666666
VCT 2025: Americas Stage 1,Group Stage,Week 5,KRÜ Esports vs 100 Thieves,Icebox,KRÜ Esports,661,0.4,0.4786363636363637,0.26666666666666666
VCT 2025: Americas Stage 1,Group Stage,Week 5,KRÜ Esports vs 100 Thieves,Icebox,100 Thieves,661,0.4,0.6926050420168067,0.3
VCT 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Lotus,Evil Geniuses,662,0.3,0.5057142857142857,0.26666666666666666
VCT 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Lotus,LOUD,662,0.5,0.5067460317460317,0.4333333333333333
VCT 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Pearl,Evil Geniuses,663,0.4,0.5168253968253969,0.31666666666666665
VCT 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Pearl,LOUD,663,0.6,0.4763888888888889,0.45
VCT 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Split,LOUD,664,0.6,0.48888888888888893,0.45
VCT 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Split,Evil Geniuses,664,0.3,0.6034920634920635,0.25
VCT 2025: Americas Stage 1,Group Stage,Week 5,LEVIATÁN vs NRG,Fracture,LEVIATÁN,665,0.8,0.551078431372549,0.7166666666666666
VCT 2025: Americas Stage 1,Group Stage,Week 5,LEVIATÁN vs NRG,Fracture,Mega Minors,665,0.5,0.32651515151515154,0.39999999999999997
VCT 2025: Americas Stage 1,Group Stage,Week 5,LEVIATÁN vs NRG,Icebox,Mega Minors,666,0.6,0.2628787878787879,0.5333333333333333
VCT 2025: Americas Stage 1,Group Stage,Week 5,LEVIATÁN vs NRG,Icebox,LEVIATÁN,666,0.6,0.5260784313725491,0.5833333333333333
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,MIBR vs 100 Thieves,Split,100 Thieves,667,0.3,0.6526050420168067,0.3
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,MIBR vs 100 Thieves,Split,MIBR,667,0.6,0.6978077478077478,0.6499999999999999
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,MIBR vs 100 Thieves,Icebox,100 Thieves,668,0.3,0.606890756302521,0.3
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,MIBR vs 100 Thieves,Icebox,MIBR,668,0.7,0.6536901007489242,0.7833333333333333
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,Sentinels vs Cloud9,Ascent,Cloud9,669,0.6,0.6208029878618113,0.5333333333333334
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,Sentinels vs Cloud9,Ascent,Sentinels,669,0.6,0.6393506493506493,0.6333333333333334
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,Sentinels vs Cloud9,Pearl,Cloud9,670,0.6,0.5808029878618113,0.5666666666666667
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,Sentinels vs Cloud9,Pearl,Sentinels,670,0.6,0.6612554112554112,0.6333333333333333
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,100 Thieves vs NRG,Fracture,100 Thieves,671,0.3,0.49904761904761896,0.3
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,100 Thieves vs NRG,Fracture,Mega Minors,671,0.8,0.3462121212121212,0.7333333333333333
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,100 Thieves vs NRG,Haven,100 Thieves,672,0.5,0.4619047619047619,0.45
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,100 Thieves vs NRG,Haven,Mega Minors,672,0.7,0.3569264069264069,0.6666666666666666
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,Cloud9 vs Evil Geniuses,Fracture,Evil Geniuses,673,0.4,0.6408547008547009,0.3166666666666667
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,Cloud9 vs Evil Geniuses,Fracture,Cloud9,673,0.5,0.5196918767507002,0.4333333333333333
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,Cloud9 vs Evil Geniuses,Icebox,Cloud9,674,0.5,0.551437908496732,0.5
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,Cloud9 vs Evil Geniuses,Icebox,Evil Geniuses,674,0.4,0.6208547008547008,0.25
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs MIBR,Lotus,KRÜ Esports,675,0.5,0.5072077922077922,0.3333333333333333
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs MIBR,Lotus,MIBR,675,0.8,0.6277160747748983,0.8666666666666666
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs MIBR,Icebox,KRÜ Esports,676,0.4,0.4269047619047619,0.2666666666666666
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs MIBR,Icebox,MIBR,676,0.8,0.5499382969971205,0.8666666666666666
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,G2 Esports vs Sentinels,Split,G2 Esports,677,0.5,0.5426406926406926,0.4666666666666666
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,G2 Esports vs Sentinels,Split,Sentinels,677,0.6,0.6843323343323344,0.5999999999999999
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,G2 Esports vs Sentinels,Icebox,G2 Esports,678,0.4,0.66991341991342,0.36666666666666664
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,G2 Esports vs Sentinels,Icebox,Sentinels,678,0.6,0.5492673992673993,0.5333333333333333
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,G2 Esports vs Sentinels,Ascent,Sentinels,679,0.5,0.4881562881562882,0.4666666666666666
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,G2 Esports vs Sentinels,Ascent,G2 Esports,679,0.6,0.5893939393939394,0.5666666666666667
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,KRÜ Esports vs Evil Geniuses,Lotus,KRÜ Esports,680,0.4,0.4269047619047619,0.26666666666666666
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,KRÜ Esports vs Evil Geniuses,Lotus,Evil Geniuses,680,0.4,0.6302664655605833,0.25
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,KRÜ Esports vs Evil Geniuses,Icebox,KRÜ Esports,681,0.5,0.4185714285714285,0.4
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,KRÜ Esports vs Evil Geniuses,Icebox,Evil Geniuses,681,0.3,0.6454711439231564,0.2
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,Haven,100 Thieves,682,0.5,0.47619047619047616,0.45
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,Haven,G2 Esports,682,0.5,0.5393939393939394,0.5
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,Split,G2 Esports,683,0.6,0.6282828282828283,0.6
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,Split,100 Thieves,683,0.5,0.4961904761904762,0.3833333333333333
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,Pearl,G2 Esports,684,0.4,0.6440723019670388,0.39999999999999997
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,Pearl,100 Thieves,684,0.7,0.4742124542124542,0.5833333333333333
VCT 2025: Americas Stage 1,Playoffs,Upper Final,MIBR vs Sentinels,Lotus,MIBR,685,0.7,0.6128753599341834,0.7333333333333333
VCT 2025: Americas Stage 1,Playoffs,Upper Final,MIBR vs Sentinels,Lotus,Sentinels,685,0.5,0.5491086691086691,0.36666666666666664
VCT 2025: Americas Stage 1,Playoffs,Upper Final,MIBR vs Sentinels,Split,MIBR,686,0.7,0.5718497189085425,0.6666666666666666
VCT 2025: Americas Stage 1,Playoffs,Upper Final,MIBR vs Sentinels,Split,Sentinels,686,0.5,0.5491086691086691,0.29999999999999993
VCT 2025: Americas Stage 1,Playoffs,Lower Round 3,G2 Esports vs Evil Geniuses,Lotus,G2 Esports,687,0.4,0.5822541201488569,0.36666666666666664
VCT 2025: Americas Stage 1,Playoffs,Lower Round 3,G2 Esports vs Evil Geniuses,Lotus,Evil Geniuses,687,0.4,0.6540425724945849,0.25
VCT 2025: Americas Stage 1,Playoffs,Lower Round 3,G2 Esports vs Evil Geniuses,Split,Evil Geniuses,688,0.5,0.6540425724945849,0.3833333333333333
VCT 2025: Americas Stage 1,Playoffs,Lower Round 3,G2 Esports vs Evil Geniuses,Split,G2 Esports,688,0.2,0.6004359383306752,0.16666666666666666
VCT 2025: Americas Stage 1,Playoffs,Lower Round 3,G2 Esports vs Evil Geniuses,Pearl,Evil Geniuses,689,0.5,0.5573759058279182,0.4166666666666667
VCT 2025: Americas Stage 1,Playoffs,Lower Round 3,G2 Esports vs Evil Geniuses,Pearl,G2 Esports,689,0.3,0.6504359383306753,0.26666666666666666
VCT 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,Haven,MIBR,690,0.6,0.542890442890443,0.6
VCT 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,Haven,G2 Esports,690,0.3,0.633341921236658,0.21666666666666665
VCT 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,Lotus,MIBR,691,0.7,0.47435897435897434,0.6666666666666666
VCT 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,Lotus,G2 Esports,691,0.3,0.6252447552447552,0.21666666666666665
VCT 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,Split,G2 Esports,692,0.3,0.6315605447184394,0.25
VCT 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,Split,MIBR,692,0.6,0.4854700854700855,0.5333333333333333
VCT 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,Ascent,G2 Esports,693,0.4,0.6446918578497527,0.31666666666666665
VCT 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,Ascent,MIBR,693,0.6,0.40435120435120436,0.5333333333333333
VCT 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Haven,G2 Esports,694,0.5,0.6058029689608636,0.41666666666666663
VCT 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Haven,Sentinels,694,0.5,0.5688888888888889,0.3
VCT 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Split,Sentinels,695,0.4,0.6546031746031746,0.2333333333333333
VCT 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Split,G2 Esports,695,0.6,0.5873414304993252,0.5666666666666667
VCT 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Pearl,G2 Esports,696,0.6,0.6334952766531714,0.6166666666666666
VCT 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Pearl,Sentinels,696,0.6,0.6323809523809525,0.4333333333333333
VCT 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Ascent,Sentinels,697,0.5,0.6087912087912088,0.4666666666666666
VCT 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Ascent,G2 Esports,697,0.6,0.5994871794871794,0.5833333333333333
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Team Heretics vs Paper Rex,Pearl,Team Heretics,698,0.6,0.5082142857142857,0.5333333333333332
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Team Heretics vs Paper Rex,Pearl,Paper Rex,698,0.7,0.5774603174603176,0.5833333333333333
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Team Heretics vs Paper Rex,Icebox,Paper Rex,699,0.7,0.5952380952380952,0.5833333333333333
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Team Heretics vs Paper Rex,Icebox,Team Heretics,699,0.5,0.42321428571428577,0.4666666666666666
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Icebox,Bilibili Gaming,700,,,
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Icebox,Team Liquid,700,0.2,0.5411111111111111,0.11666666666666665
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Haven,Team Liquid,701,0.2,0.5358823529411765,0.11666666666666665
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Haven,Bilibili Gaming,701,1.0,0.6666666666666666,1.0
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,Team Liquid,702,0.3,0.5078121775025799,0.25
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,Bilibili Gaming,702,0.5,0.5942028985507246,0.5
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,Sentinels,703,0.4,0.5879120879120879,0.4
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,Wolves Esports,703,,,
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,Sentinels,704,0.4,0.5575549450549451,0.39999999999999997
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,Wolves Esports,704,0.5,0.25,0.3333333333333333
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,Gen.G,705,0.5,0.511965811965812,0.4666666666666666
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,MIBR,705,0.5,0.43768453768453774,0.4666666666666667
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Haven,Gen.G,706,0.6,0.5286324786324786,0.6
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Haven,MIBR,706,0.4,0.4464757464757465,0.3333333333333333
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Bilibili Gaming vs Sentinels,Icebox,Bilibili Gaming,707,0.5,0.6104209799861974,0.4444444444444444
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Bilibili Gaming vs Sentinels,Icebox,Sentinels,707,0.5,0.576602564102564,0.4666666666666666
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Bilibili Gaming vs Sentinels,Sunset,Sentinels,708,0.3,0.576602564102564,0.26666666666666666
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Bilibili Gaming vs Sentinels,Sunset,Bilibili Gaming,708,0.625,0.6006728778467909,0.5833333333333333
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Bilibili Gaming vs Sentinels,Lotus,Sentinels,709,0.3,0.603525641025641,0.2
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Bilibili Gaming vs Sentinels,Lotus,Bilibili Gaming,709,0.6,0.5091097308488612,0.5333333333333333
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Paper Rex vs Gen.G,Ascent,Paper Rex,710,0.8,0.6230769230769231,0.7166666666666666
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Paper Rex vs Gen.G,Ascent,Gen.G,710,0.7,0.6055555555555555,0.6666666666666666
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Paper Rex vs Gen.G,Icebox,Gen.G,711,0.9,0.5758119658119658,0.8666666666666666
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Paper Rex vs Gen.G,Icebox,Paper Rex,711,0.7,0.6264102564102563,0.6666666666666666
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Team Heretics vs Wolves Esports,Pearl,Team Heretics,712,0.3,0.3917857142857143,0.2666666666666666
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Team Heretics vs Wolves Esports,Pearl,Wolves Esports,712,0.5,0.29166666666666663,0.5
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Team Heretics vs Wolves Esports,Lotus,Team Heretics,713,0.3,0.4226680672268907,0.3166666666666666
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Team Heretics vs Wolves Esports,Lotus,Wolves Esports,713,0.6666666666666666,0.37626262626262624,0.5
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs MIBR,Icebox,Team Liquid,714,0.4,0.4667865364769389,0.31666666666666665
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs MIBR,Icebox,MIBR,714,0.2,0.4362193362193362,0.13333333333333333
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs MIBR,Sunset,Team Liquid,715,0.5,0.516786536476939,0.4666666666666666
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs MIBR,Sunset,MIBR,715,0.1,0.41601731601731606,0.06666666666666667
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Bilibili Gaming vs Wolves Esports,Split,Bilibili Gaming,716,0.4,0.47577639751552797,0.3833333333333333
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Bilibili Gaming vs Wolves Esports,Split,Wolves Esports,716,0.625,0.44886363636363635,0.4583333333333333
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Bilibili Gaming vs Wolves Esports,Ascent,Wolves Esports,717,0.5,0.4924242424242424,0.36666666666666664
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Bilibili Gaming vs Wolves Esports,Ascent,Bilibili Gaming,717,0.6,0.45476190476190476,0.5833333333333333
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Paper Rex vs Team Liquid,Split,Team Liquid,718,0.7,0.5458774455678481,0.6666666666666666
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Paper Rex vs Team Liquid,Split,Paper Rex,718,0.5,0.5565689865689866,0.4666666666666666
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Paper Rex vs Team Liquid,Sunset,Team Liquid,719,0.9,0.5274950926266715,0.8666666666666666
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Paper Rex vs Team Liquid,Sunset,Paper Rex,719,0.4,0.6165689865689865,0.3999999999999999
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Paper Rex vs Team Liquid,Lotus,Team Liquid,720,0.8,0.4972319347319347,0.7333333333333333
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Paper Rex vs Team Liquid,Lotus,Paper Rex,720,0.3,0.5926373626373627,0.26666666666666655
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,G2 Esports vs Paper Rex,Split,G2 Esports,721,0.7,0.6105982905982905,0.7166666666666666
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,G2 Esports vs Paper Rex,Split,Paper Rex,721,0.2,0.6028937728937729,0.13333333333333325
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,G2 Esports vs Paper Rex,Lotus,G2 Esports,722,0.7,0.5828205128205128,0.7166666666666666
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,G2 Esports vs Paper Rex,Lotus,Paper Rex,722,0.2,0.6328937728937729,0.13333333333333325
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Sentinels,Sunset,Xi Lai Gaming,723,,,
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Sentinels,Sunset,Sentinels,723,0.5,0.6049242424242424,0.3333333333333333
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Sentinels,Lotus,Xi Lai Gaming,724,0.5,0.2857142857142857,0.3333333333333333
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Sentinels,Lotus,Sentinels,724,0.5,0.6495670995670995,0.3333333333333333
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Rex Regum Qeon vs Wolves Esports,Ascent,Rex Regum Qeon,725,0.5,0.5797771672771673,0.37333333333333335
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Rex Regum Qeon vs Wolves Esports,Ascent,Wolves Esports,725,0.6,0.5824242424242424,0.4333333333333333
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Rex Regum Qeon vs Wolves Esports,Icebox,Wolves Esports,726,0.7,0.6234498834498834,0.4333333333333333
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Rex Regum Qeon vs Wolves Esports,Icebox,Rex Regum Qeon,726,0.4,0.5589626876391582,0.30666666666666664
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Haven,Gen.G,727,1.0,0.6535897435897435,1.0
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Haven,FNATIC,727,0.6,0.6704545454545455,0.5333333333333333
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Split,Gen.G,728,1.0,0.686923076923077,1.0
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Split,FNATIC,728,0.4,0.6571212121212121,0.3333333333333333
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Sunset,Gen.G,729,0.9,0.648034188034188,0.8666666666666666
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Sunset,FNATIC,729,0.4,0.6510606060606061,0.31666666666666665
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Xi Lai Gaming vs G2 Esports,Icebox,Xi Lai Gaming,730,0.5,0.2857142857142857,0.3333333333333333
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Xi Lai Gaming vs G2 Esports,Icebox,G2 Esports,730,0.5,0.5551282051282052,0.5166666666666666
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Xi Lai Gaming vs G2 Esports,Haven,G2 Esports,731,0.6,0.5812820512820513,0.5666666666666667
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Xi Lai Gaming vs G2 Esports,Haven,Xi Lai Gaming,731,0.5,0.3238095238095238,0.3055555555555555
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Rex Regum Qeon vs FNATIC,Lotus,Rex Regum Qeon,732,0.4,0.5523692810457517,0.30666666666666664
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Rex Regum Qeon vs FNATIC,Lotus,FNATIC,732,0.4,0.5341774891774891,0.31666666666666665
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Rex Regum Qeon vs FNATIC,Haven,Rex Regum Qeon,733,0.3,0.47320261437908495,0.3066666666666667
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Rex Regum Qeon vs FNATIC,Haven,FNATIC,733,0.4,0.5758441558441558,0.31666666666666665
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Rex Regum Qeon vs FNATIC,Ascent,FNATIC,734,0.5,0.518066378066378,0.3833333333333333
