map_id,order,Tournament,Stage,Match Type,Match Name,Map,Team,Opponent,team_score,opp_score,diff_team_rating_career_avg,diff_team_rating_last5_avg,diff_team_acs_career_avg,diff_team_acs_last5_avg,diff_team_adr_career_avg,diff_team_adr_last5_avg,diff_team_hs_career_avg,diff_team_hs_last5_avg,diff_team_kast_career_avg,diff_team_kast_last5_avg,diff_team_fkd_career_avg,diff_team_fkd_last5_avg,diff_team_won_career_avg,diff_team_won_last5_avg,diff_team_roster_experience,diff_team_onmap_won_career_avg,diff_team_onmap_won_last5_avg,h2h_won_career_avg,h2h_maps_played_prior,team_onmap_maps_played_prior,won
25,25,VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Pearl,Natus Vincere,FNATIC,9,13,-0.23866666666666692,-0.23866666666666692,-37.400000000000006,-37.400000000000006,-26.533333333333317,-26.533333333333317,-1.6666666666666607,-1.6666666666666607,-4.0,-4.0,-0.39999999999999997,-0.39999999999999997,0.0,0.0,0.0,,,,0.0,0.0,0
25,25,VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Pearl,FNATIC,Natus Vincere,13,9,0.23866666666666692,0.23866666666666692,37.400000000000006,37.400000000000006,26.533333333333317,26.533333333333317,1.6666666666666607,1.6666666666666607,4.0,4.0,0.39999999999999997,0.39999999999999997,0.0,0.0,0.0,,,,0.0,0.0,1
26,26,VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Fracture,FNATIC,Natus Vincere,8,13,0.21650000000000003,0.21650000000000003,29.94999999999999,29.94999999999999,22.099999999999994,22.099999999999994,1.6499999999999986,1.6499999999999986,4.799999999999997,4.799999999999997,0.7,0.7,0.25,0.25,0.0,,,1.0,1.0,1.0,0
26,26,VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Fracture,Natus Vincere,FNATIC,13,8,-0.21650000000000003,-0.21650000000000003,-29.94999999999999,-29.94999999999999,-22.099999999999994,-22.099999999999994,-1.6499999999999986,-1.6499999999999986,-4.799999999999997,-4.799999999999997,-0.7,-0.7,-0.25,-0.25,0.0,,,0.0,1.0,0.0,1
27,27,VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Haven,Natus Vincere,FNATIC,13,15,-0.14680000000000026,-0.14680000000000026,-21.0,-21.0,-16.159999999999982,-16.159999999999982,-0.8399999999999963,-0.8399999999999963,-2.9599999999999937,-2.9599999999999937,-0.64,-0.64,0.0,0.0,0.0,,,0.5,2.0,0.0,0
27,27,VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Haven,FNATIC,Natus Vincere,15,13,0.14680000000000026,0.14680000000000026,21.0,21.0,16.159999999999982,16.159999999999982,0.8399999999999963,0.8399999999999963,2.9599999999999937,2.9599999999999937,0.64,0.64,0.0,0.0,0.0,,,0.5,2.0,0.0,1
28,28,VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Abyss,Apeks,Team Liquid,9,13,-0.15789999999999993,-0.15789999999999993,-21.204999999999984,-21.204999999999984,-17.430000000000007,-17.430000000000007,0.20500000000000185,0.20500000000000185,-6.364999999999995,-6.364999999999995,-0.20999999999999996,-0.20999999999999996,-0.4,-0.4,-3.4,,,,0.0,0.0,0
28,28,VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Abyss,Team Liquid,Apeks,13,9,0.15789999999999993,0.15789999999999993,21.204999999999984,21.204999999999984,17.430000000000007,17.430000000000007,-0.20500000000000185,-0.20500000000000185,6.364999999999995,6.364999999999995,0.20999999999999996,0.20999999999999996,0.4,0.4,3.4,,,,0.0,1.0,1
29,29,VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Pearl,Team Liquid,Apeks,11,13,0.1781250000000001,0.19865833333333338,26.212499999999977,30.185833333333335,21.854166666666657,24.274166666666673,2.5708333333333293,2.6108333333333285,6.658333333333331,7.598333333333329,0.6333333333333333,0.52,0.5,0.6,3.4,0.0,0.0,1.0,1.0,1.0,0
29,29,VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Pearl,Apeks,Team Liquid,13,11,-0.1781250000000001,-0.19865833333333338,-26.212499999999977,-30.185833333333335,-21.854166666666657,-24.274166666666673,-2.5708333333333293,-2.6108333333333285,-6.658333333333331,-7.598333333333329,-0.6333333333333333,-0.52,-0.5,-0.6,-3.4,0.0,0.0,0.0,1.0,1.0,1
30,30,VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Haven,Team Liquid,Apeks,13,6,0.05780357142857162,0.02477499999999999,11.858928571428578,11.287500000000023,10.419642857142847,11.242499999999993,1.429464285714289,1.463750000000001,2.4334821428571445,1.130625000000009,0.14330357142857142,-0.22812500000000002,0.14107142857142857,0.11250000000000004,3.4,,,0.5,2.0,0.0,1
30,30,VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Haven,Apeks,Team Liquid,6,13,-0.05780357142857162,-0.02477499999999999,-11.858928571428578,-11.287500000000023,-10.419642857142847,-11.242499999999993,-1.429464285714289,-1.463750000000001,-2.4334821428571445,-1.130625000000009,-0.14330357142857142,0.22812500000000002,-0.14107142857142857,-0.11250000000000004,-3.4,,,0.5,2.0,1.0,0
